,active_from,active_to,birth_date,college,height,name,position,url,weight,NBA__3ptapg,NBA__3ptpct,NBA__3ptpg,NBA_efgpct,NBA_fg%,NBA_fg_per_game,NBA_fga_per_game,NBA_ft%,NBA_ft_per_g,NBA_fta_p_g,NBA_g_played,NBA_ppg,NCAA__3ptapg,NCAA__3ptpct,NCAA__3ptpg,NCAA_efgpct,NCAA_fgapg,NCAA_fgpct,NCAA_fgpg,NCAA_ft,NCAA_ftapg,NCAA_ftpg,NCAA_games,NCAA_ppg
498,2017,2018,"October 24, 1996",University of California,6-7,Jaylen Brown,F-G,/players/b/brownja02.html,225,2.9,.374,1.1,.528,.461,3.8,8.2,.655,1.6,2.4,147,10.2,3.0,.294,0.9,,11.1,.431,4.8,.654,6.4,4.2,34,14.6
499,1974,1980,"December 14, 1951",University of Missouri,6-7,John Brown,F,/players/b/brownjo01.html,220,0.0,,0.0,.453,.453,2.8,6.1,.783,1.9,2.4,486,7.4,,,,,13.8,.526,7.3,.763,6.9,5.2,72,19.7
500,2002,2005,"March 18, 1981",Okaloosa-Walton Community College,6-7,Kedrick Brown,G,/players/b/brownke01.html,222,1.2,.274,0.3,.451,.405,1.4,3.5,.640,0.4,0.6,143,3.6,,,,,,,,,,,,
501,2002,2013,"March 10, 1982",,6-11,Kwame Brown,F,/players/b/brownkw01.html,270,0.0,.111,0.0,.492,.492,2.5,5.1,.570,1.6,2.9,607,6.6,,,,,,,,,,,,
502,1968,1972,"September 14, 1940",University of North Carolina,5-9,Larry Brown,G,/players/b/brownla01.html,160,0.6,.230,0.1,.419,.412,3.7,8.9,.813,3.8,4.6,376,11.2,,,,,,,,,,,,
503,1947,1947,"October 12, 1919",University of Wyoming,6-3,Leon Brown,F,/players/b/brownle01.html,190,,,,,.000,0.0,0.6,,0.0,0.0,5,0.0,,,,,,,,,,,,
504,1981,1981,"February 19, 1955","University of Nevada, Las Vegas",6-11,Lewis Brown,C,/players/b/brownle02.html,225,0.0,,0.0,.000,.000,0.0,1.5,.400,1.0,2.5,2,1.0,,,,,10.5,.481,5.1,.656,1.9,1.3,113,11.4
505,2014,2018,"August 26, 1990",North Carolina State University,6-5,Lorenzo Brown,G,/players/b/brownlo01.html,189,1.0,.149,0.1,.390,.368,1.3,3.4,.684,0.3,0.5,76,3.0,2.1,.305,0.6,,9.5,.429,4.1,.741,3.8,2.8,101,11.6
506,1997,2000,"April 3, 1974",Murray State University,6-3,Marcus Brown,G,/players/b/brownma01.html,185,1.4,.333,0.5,.458,.381,1.2,3.1,.714,0.6,0.8,27,3.4,3.9,.372,1.5,,12.7,.493,6.2,.849,5.8,5.0,118,18.9
507,2015,2018,"January 29, 1992",Oklahoma State University,6-3,Markel Brown,G,/players/b/brownma02.html,190,1.7,.295,0.5,.432,.380,1.8,4.8,.781,1.0,1.3,113,5.2,3.1,.347,1.1,,9.4,.439,4.1,.733,4.1,3.0,134,12.4
508,1987,1997,"July 19, 1963",George Washington University,6-9,Mike Brown,C-F,/players/b/brownmi01.html,257,0.0,.125,0.0,.455,.455,1.8,4.0,.690,1.4,2.0,626,5.0,0.0,,0.0,,12.6,.509,6.4,.653,6.8,4.5,111,17.3
509,1992,1992,"November 3, 1969",Slippery Rock University of Pennsylvania,6-3,Myron Brown,G,/players/b/brownmy01.html,180,0.8,.333,0.3,.750,.667,1.0,1.5,,0.0,0.0,4,2.3,,,,,,,,,,,,
510,1994,2008,"October 14, 1969",Louisiana Tech University,6-11,P.J. Brown,F-C,/players/b/brownpj01.html,225,0.1,.136,0.0,.461,.460,3.5,7.7,.794,2.0,2.5,1089,9.1,0.4,.377,0.2,,8.1,.488,3.9,.654,3.2,2.1,121,10.1
511,1992,2003,"May 22, 1968","University of Houston, New Mexico State University",6-2,Randy Brown,G,/players/b/brownra02.html,190,0.2,.200,0.0,.421,.417,1.9,4.7,.691,0.9,1.3,655,4.8,0.7,.310,0.2,,6.8,.436,3.0,.703,4.2,3.0,117,9.1
512,1990,1990,"July 5, 1965","Mississippi State University, University of Idaho",6-8,Raymond Brown,F,/players/b/brownra01.html,220,0.0,,0.0,.286,.286,0.5,1.8,.000,0.0,0.1,16,1.0,0.2,.385,0.1,,10.5,.517,5.4,.636,3.4,2.1,119,13.1
513,1981,1985,"August 20, 1958",Mississippi State University,6-10,Rickey Brown,C-F,/players/b/brownri01.html,215,0.0,.000,0.0,.464,.464,1.8,3.9,.667,0.7,1.1,340,4.4,,,,,14.8,.487,7.2,.689,3.9,2.7,107,17.2
514,1968,1975,"May 22, 1942",University of Dayton,6-5,Roger Brown,F-G,/players/b/brownro01.html,205,1.6,.321,0.5,.488,.469,6.4,13.6,.791,4.1,5.2,605,17.4,,,,,,,,,,,,
515,1973,1980,"February 23, 1950",University of Kansas,6-11,Roger Brown,C,/players/b/brownro02.html,225,0.0,1.000,0.0,.408,.406,1.0,2.4,.624,0.5,0.7,239,2.4,,,,,7.1,.448,3.2,.551,2.7,1.5,79,7.9
516,2007,2015,"November 29, 1985",Michigan State University,6-4,Shannon Brown,G,/players/b/brownsh01.html,205,2.0,.332,0.7,.468,.420,2.9,7.0,.807,1.1,1.4,408,7.6,3.1,.364,1.1,,9.4,.457,4.3,.831,3.0,2.5,97,12.2
517,1948,1952,"June 27, 1929",,6-3,Stan Brown,F,/players/b/brownst01.html,200,,,,,.306,1.2,3.9,.595,0.6,1.1,34,3.1,,,,,,,,,,,,
518,2018,2018,"February 10, 1995",Southern Methodist University,6-5,Sterling Brown,G,/players/b/brownst02.html,225,1.7,.360,0.6,.492,.412,1.5,3.7,.875,0.4,0.5,52,4.1,2.1,.451,0.9,,5.8,.504,2.9,.770,1.9,1.4,136,8.2
519,2002,2005,"June 3, 1979",McNeese State University,6-2,Tierre Brown,G,/players/b/brownti01.html,189,0.6,.353,0.2,.413,.384,1.5,3.9,.769,0.7,0.9,134,3.9,2.8,.337,1.0,,12.6,.444,5.6,.734,4.5,3.3,110,15.4
520,1985,1992,"July 29, 1960",University of Arkansas,6-6,Tony Brown,F-G,/players/b/brownto01.html,185,0.4,.259,0.1,.446,.437,2.4,5.5,.719,1.1,1.6,360,6.0,,,,,3.9,.572,2.2,.695,1.4,1.0,110,5.4
521,1949,1950,"January 1, 1930",,6-10,Jim Browne,C,/players/b/brownji01.html,235,,,,,.360,0.5,1.4,.483,0.4,0.8,35,1.4,,,,,,,,,,,,
522,1990,1990,"November 13, 1967",DePaul University,6-6,Stanley Brundy,F,/players/b/brundst01.html,210,0.0,,0.0,.500,.500,0.9,1.9,.389,0.4,1.1,16,2.3,0.0,,0.0,,8.7,.627,5.5,.490,2.8,1.4,112,12.3
523,1969,1969,"June 12, 1945",Marquette University,6-6,Brian Brunkhorst,F,/players/b/brunkbr01.html,208,0.0,,0.0,.545,.545,2.0,3.7,.765,4.3,5.7,3,8.3,,,,,,,,,,,,
524,1973,1973,"August 30, 1946",Manhattan College,6-0,George Bruns,G,/players/b/brunsge01.html,160,0.3,.500,0.2,.485,.470,2.4,5.1,.815,1.7,2.1,13,6.6,,,,,,,,,,,,
525,1998,2006,"June 14, 1972",Temple University,6-4,Rick Brunson,G,/players/b/brunsri01.html,190,0.8,.362,0.3,.426,.378,1.2,3.1,.693,0.6,0.8,337,3.2,5.2,.294,1.5,,10.4,.371,3.9,.658,4.2,2.8,124,12.0
526,2017,2018,"March 2, 1993",,6-7,Nicolas Brussino,G-F,/players/b/brussni01.html,195,1.7,.299,0.5,.465,.364,0.9,2.5,.773,0.3,0.4,58,2.6,,,,,,,,,,,,
527,1965,1972,"November 4, 1938",DePaul University,6-1,Em Bryant,G,/players/b/bryanem01.html,175,,,,,.410,2.7,6.5,.690,1.3,1.8,566,6.6,,,,,,,,,,,,
528,1976,1983,"October 19, 1954",La Salle University,6-9,Joe Bryant,F-C,/players/b/bryanjo01.html,185,0.4,.200,0.1,.453,.450,3.5,7.7,.743,1.7,2.3,606,8.7,,,,,17.0,.488,8.3,.715,5.2,3.7,55,20.3
529,1997,2016,"August 23, 1978",,6-6,Kobe Bryant,G-F,/players/b/bryanko01.html,212,4.1,.329,1.4,.482,.447,8.7,19.5,.837,6.2,7.4,1346,25.0,,,,,,,,,,,,
530,1989,2003,"April 25, 1965",Seton Hall University,6-9,Mark Bryant,F-C,/players/b/bryanma01.html,245,0.0,.083,0.0,.500,.500,2.2,4.4,.697,1.0,1.5,797,5.4,0.0,.667,0.0,,11.8,.521,6.2,.705,5.4,3.8,118,16.2
531,2018,2018,"July 31, 1997",Indiana University,6-10,Thomas Bryant,C,/players/b/bryanth01.html,248,0.4,.200,0.1,.500,.455,0.4,0.8,.714,0.4,0.5,13,1.2,1.1,.373,0.4,,7.5,.592,4.4,.718,4.1,3.0,69,12.2
532,1984,1986,"July 14, 1959",University of San Francisco,7-0,Wallace Bryant,C,/players/b/bryanwa01.html,245,0.0,,0.0,.407,.407,1.3,3.2,.573,0.5,0.9,102,3.2,,,,,11.1,.487,5.4,.633,3.4,2.2,118,13.0
533,1990,1990,"August 8, 1964",Texas State University,6-9,Torgeir Bryn,C,/players/b/brynto01.html,250,0.0,,0.0,.000,.000,0.0,0.7,.667,1.3,2.0,3,1.3,,,,,,,,,,,,
534,1976,1976,"July 9, 1953",Manhattan College,6-3,George Bucci,G,/players/b/buccige01.html,200,0.1,.000,0.0,.403,.403,1.5,3.8,.683,0.8,1.2,33,3.9,,,,,,,,,,,,
535,1962,1963,"August 1, 1937",Tennessee State University,6-7,Joe Buckhalter,F,/players/b/buckhjo01.html,210,,,,,.451,2.4,5.2,.627,1.1,1.7,65,5.8,,,,,,,,,,,,
536,1990,1990,"March 17, 1966",University of North Carolina,6-6,Steve Bucknall,G,/players/b/bucknst01.html,215,0.1,.000,0.0,.273,.273,0.5,1.8,.833,0.3,0.3,18,1.3,1.6,.423,0.7,,5.4,.478,2.6,.755,2.4,1.8,130,7.5
537,1962,1963,"August 17, 1938",Jackson State University,6-9,Cleveland Buckner,F-C,/players/b/buckncl01.html,210,,,,,.432,2.4,5.5,.620,1.3,2.0,68,6.0,,,,,,,,,,,,
538,2000,2009,"September 16, 1976",Clemson University,6-4,Greg Buckner,G,/players/b/buckngr01.html,210,1.3,.334,0.4,.498,.450,2.0,4.4,.757,0.7,0.9,570,5.0,1.5,.276,0.4,,11.0,.504,5.6,.665,4.3,2.8,122,14.4
539,1977,1986,"August 20, 1954",Indiana University,6-3,Quinn Buckner,G,/players/b/bucknqu01.html,190,0.1,.184,0.0,.461,.461,3.5,7.7,.657,1.2,1.8,719,8.2,,,,,10.0,.432,4.3,.554,2.3,1.3,120,10.0
540,1961,1965,"October 28, 1938",Wake Forest University,6-6,Dave Budd,F,/players/b/buddda01.html,205,,,,,.460,2.7,5.9,.682,1.6,2.4,353,7.1,,,,,,,,,,,,
541,2010,2016,"May 22, 1988",University of Arizona,6-7,Chase Budinger,F,/players/b/budinch01.html,209,2.9,.352,1.0,.504,.430,2.9,6.8,.797,1.0,1.3,407,7.9,5.0,.383,1.9,,12.8,.469,6.0,.782,4.0,3.1,100,17.0
542,1949,1952,"July 30, 1925",Columbia University,6-5,Walt Budko,F-C,/players/b/budkowa01.html,220,,,,,.342,2.7,7.9,.757,2.6,3.5,253,8.1,,,,,,,,,,,,
543,1991,2002,"June 19, 1968",University of Arizona,6-6,Jud Buechler,F-G,/players/b/buechju01.html,220,1.0,.366,0.4,.492,.433,1.3,3.1,.633,0.3,0.4,720,3.3,0.8,.381,0.3,,6.1,.547,3.4,.743,2.3,1.7,131,8.7
544,2000,2005,"November 2, 1977",Creighton University,6-5,Rodney Buford,G-F,/players/b/buforro01.html,189,1.1,.300,0.3,.436,.412,2.7,6.7,.758,0.6,0.8,230,6.4,4.7,.380,1.8,,14.7,.447,6.6,.753,3.9,2.9,118,17.9
545,1991,2002,"June 5, 1967","University of Colorado, University of Iowa",6-10,Matt Bullard,F,/players/b/bullama01.html,215,2.5,.384,1.0,.521,.418,2.0,4.7,.768,0.4,0.5,615,5.3,2.1,.336,0.7,,9.2,.533,4.9,.768,3.3,2.5,94,12.8
546,2014,2018,"March 16, 1991",University of North Carolina,6-7,Reggie Bullock,G-F,/players/b/bullore01.html,205,2.5,.403,1.0,.558,.448,2.1,4.6,.798,0.3,0.4,209,5.5,4.9,.387,1.9,,8.2,.439,3.6,.720,1.2,0.9,100,9.9
547,1968,1969,"July 29, 1945",Utah State University,7-0,Larry Bunce,C,/players/b/buncela01.html,240,0.0,.000,0.0,.420,.420,3.0,7.1,.716,2.9,4.0,129,8.9,,,,,,,,,,,,
548,1979,1979,"May 15, 1956","California State University, Fullerton",6-6,Greg Bunch,F,/players/b/bunchgr01.html,190,,,,,.346,0.8,2.2,.833,0.8,1.0,12,2.3,,,,,,,,,,,,
549,1953,1953,"July 13, 1930",New York University,6-0,Dick Bunt,G,/players/b/buntdi01.html,170,,,,,.276,1.1,4.0,.708,1.3,1.8,26,3.5,,,,,,,,,,,,
550,1966,1966,"May 5, 1942",University of Michigan,6-7,Bill Buntin,C-F,/players/b/buntibi01.html,250,,,,,.395,2.8,7.1,.615,2.1,3.4,42,7.7,,,,,,,,,,,,
551,1970,1972,"August 26, 1947",University of North Carolina,6-8,Bill Bunting,F-C,/players/b/buntibi02.html,200,0.0,.000,0.0,.421,.421,1.5,3.5,.789,1.3,1.7,145,4.3,,,,,,,,,,,,
552,1976,1978,"February 28, 1953",University of Utah,6-2,Ticky Burden,G,/players/b/burdeti01.html,185,0.5,.222,0.1,.446,.443,5.3,11.9,.736,2.5,3.4,134,13.1,,,,,,,,,,,,
553,2003,2007,"December 14, 1973",Auburn University,6-11,Pat Burke,C-F,/players/b/burkepa01.html,250,0.3,.250,0.1,.417,.408,1.6,3.8,.663,0.5,0.7,127,3.7,0.8,.222,0.2,,7.2,.491,3.5,.631,2.7,1.7,120,8.9
554,2014,2018,"November 12, 1992",University of Michigan,6-1,Trey Burke,G,/players/b/burketr01.html,191,3.8,.339,1.3,.465,.403,4.2,10.5,.791,1.1,1.4,301,10.8,5.0,.367,1.8,,13.3,.450,6.0,.777,4.0,3.1,73,16.9
555,1982,1982,"May 22, 1958",University of Louisville,6-5,Roger Burkman,G,/players/b/burkmro01.html,175,0.2,.000,0.0,.000,.000,0.0,0.7,.833,0.8,1.0,6,0.8,,,,,2.6,.419,1.1,.722,2.0,1.5,120,3.6
556,2012,2018,"July 20, 1991",University of Colorado,6-6,Alec Burks,G,/players/b/burksal01.html,214,1.8,.354,0.6,.466,.426,3.4,7.9,.765,2.3,3.1,364,9.7,2.2,.313,0.7,,12.6,.495,6.2,.804,7.3,5.9,68,19.0
557,2005,2006,"February 25, 1980",University of Memphis,6-1,Antonio Burks,G,/players/b/burksan01.html,200,0.2,.235,0.0,.397,.387,1.0,2.5,.571,0.3,0.5,81,2.3,1.7,.401,0.7,,9.2,.469,4.3,.673,3.0,2.0,91,11.3
558,2006,2006,"April 9, 1979",University of Minnesota,6-3,Kevin Burleson,G,/players/b/burleke01.html,205,1.4,.185,0.3,.307,.250,0.6,2.3,.941,0.4,0.4,39,1.8,3.6,.331,1.2,,6.0,.371,2.2,.751,1.9,1.4,123,7.0
559,1975,1981,"February 24, 1952",North Carolina State University,7-2,Tom Burleson,C,/players/b/burleto01.html,225,0.0,.000,0.0,.445,.445,3.5,7.9,.726,2.4,3.3,446,9.4,,,,,14.8,.516,7.6,.687,5.5,3.8,84,19.0
560,1950,1950,"December 23, 1926",University of Illinois at Urbana-Champaign,6-3,Jack Burmaster,G,/players/b/burmaja01.html,190,,,,,.333,3.9,11.7,.681,2.0,3.0,61,9.8,,,,,,,,,,,,
561,1982,1982,"July 3, 1958",Saint Louis University,6-2,David Burns,G,/players/b/burnsda01.html,180,0.0,,0.0,.438,.438,0.8,1.8,.600,1.0,1.7,9,2.6,,,,,13.5,.548,7.4,.711,6.5,4.6,54,19.4
562,1994,1994,"August 24, 1971",University of Maryland,6-8,Evers Burns,F,/players/b/burnsev01.html,260,0.0,,0.0,.400,.400,1.0,2.4,.522,0.5,1.0,23,2.4,0.0,.250,0.0,,9.7,.499,4.8,.614,3.2,2.0,113,11.6
563,1968,1968,"September 21, 1945",Northwestern University,6-3,Jim Burns,G,/players/b/burnsji01.html,195,0.1,.000,0.0,.375,.375,1.5,4.0,.573,1.4,2.5,36,4.4,,,,,,,,,,,,
564,1994,2001,"January 12, 1971",University of Connecticut,6-7,Scott Burrell,G-F,/players/b/burresc01.html,218,2.4,.373,0.9,.491,.418,2.5,6.1,.723,1.0,1.3,383,6.9,4.0,.357,1.4,,10.7,.426,4.6,.640,4.0,2.6,119,13.1
565,1951,1952,"April 7, 1924",University of Tennessee,6-5,Art Burris,F,/players/b/burriar01.html,220,,,,,.260,0.9,3.6,.627,0.6,1.0,74,2.5,,,,,,,,,,,,
566,1996,1996,"January 18, 1973",University of Virginia,6-8,Junior Burrough,F,/players/b/burroju01.html,242,0.0,,0.0,.376,.376,1.0,2.8,.656,1.0,1.5,61,3.1,0.4,.283,0.1,,13.1,.449,5.9,.673,5.1,3.4,129,15.3
567,1957,1958,"June 29, 1934",University of Kentucky,6-7,Bob Burrow,C-F,/players/b/burrobo01.html,228,,,,,.365,2.0,5.4,.578,1.7,3.0,81,5.7,,,,,,,,,,,,
568,1962,1965,"August 13, 1939",Michigan State University,6-6,Ed Burton,F,/players/b/burtoed01.html,225,,,,,.412,0.9,2.3,.455,0.3,0.7,15,2.2,,,,,,,,,,,,
569,1991,1999,"May 26, 1968",University of Minnesota,6-8,Willie Burton,F-G,/players/b/burtowi01.html,210,1.3,.345,0.4,.452,.424,3.4,8.1,.786,2.9,3.7,316,10.3,1.8,.378,0.7,,10.7,.511,5.5,.749,4.8,3.6,118,15.3
570,1985,1993,"November 5, 1962",Iona College,6-2,Steve Burtt,G,/players/b/burttst01.html,185,0.1,.143,0.0,.428,.426,2.2,5.1,.695,1.4,2.1,101,5.8,,,,,15.9,.522,8.3,.726,6.0,4.4,121,20.9
571,1973,1985,"August 10, 1950",University of Evansville,6-4,Don Buse,G,/players/b/busedo01.html,190,1.3,.330,0.4,.465,.440,2.9,6.5,.779,1.0,1.3,966,7.1,,,,,,,,,,,,
572,1973,1973,"August 30, 1949",University of Denver,6-8,David Bustion,F,/players/b/bustida01.html,215,0.0,,0.0,.436,.436,1.2,2.8,.712,0.9,1.3,47,3.4,,,,,,,,,,,,
573,1962,1966,"February 8, 1936",Pikeville College,6-2,Donnie Butcher,G,/players/b/butchdo01.html,200,,,,,.397,2.2,5.5,.629,1.7,2.7,279,6.1,,,,,,,,,,,,
574,1962,1965,"July 9, 1938",Niagara University,6-2,Al Butler,G,/players/b/butleal01.html,175,,,,,.439,4.0,9.1,.739,1.8,2.4,234,9.8,,,,,,,,,,,,
575,2003,2016,"March 13, 1980",University of Connecticut,6-7,Caron Butler,F,/players/b/butleca01.html,228,2.4,.348,0.8,.469,.434,5.2,12.0,.847,2.8,3.3,881,14.1,1.9,.364,0.7,,13.8,.465,6.4,.768,5.9,4.5,63,18.0
576,1989,1991,"March 11, 1966",Stanford University,6-11,Greg Butler,C,/players/b/butlegr01.html,240,0.1,.000,0.0,.354,.354,0.5,1.4,.714,0.4,0.5,55,1.4,0.1,.500,0.0,,7.2,.503,3.6,.701,2.3,1.6,117,8.9
577,2005,2007,"March 10, 1985",,6-10,Jackie Butler,F-C,/players/b/butleja01.html,250,0.0,,0.0,.539,.539,2.0,3.7,.775,1.0,1.3,69,5.0,,,,,,,,,,,,
578,2012,2018,"September 14, 1989",Marquette University,6-8,Jimmy Butler,F-G,/players/b/butleji01.html,236,2.6,.340,0.9,.490,.452,5.3,11.8,.833,4.8,5.8,456,16.4,0.9,.383,0.3,,7.2,.508,3.7,.773,5.6,4.3,106,12.0
579,1969,1972,"October 22, 1946",University of Memphis,6-2,Mike Butler,G,/players/b/butlemi01.html,170,2.4,.289,0.7,.436,.393,3.2,8.2,.866,1.7,1.9,245,8.8,,,,,,,,,,,,
580,1994,2004,"December 15, 1970","University of California, Los Angeles",6-5,Mitchell Butler,G-F,/players/b/butlemi02.html,210,0.9,.304,0.3,.468,.438,2.0,4.5,.623,1.0,1.6,362,5.2,1.0,.228,0.2,,6.2,.519,3.2,.528,2.3,1.2,130,7.9
581,2003,2016,"May 23, 1979",La Salle University,6-7,Rasual Butler,F-G,/players/b/butlera01.html,215,3.1,.362,1.1,.483,.403,2.8,7.0,.747,0.7,1.0,809,7.5,7.1,.359,2.6,,16.7,.409,6.8,.829,3.7,3.1,110,19.3
582,2014,2018,"March 6, 1989",Marquette University,6-3,Dwight Buycks,G,/players/b/buyckdw01.html,190,1.5,.370,0.6,.449,.402,2.3,5.8,.883,1.1,1.2,49,6.3,2.2,.360,0.8,,6.4,.443,2.9,.687,1.7,1.2,68,7.7
583,2012,2012,"April 25, 1984","University of Virginia, Vanderbilt University",6-7,Derrick Byars,F,/players/b/byarsde01.html,220,3.0,.000,0.0,.273,.273,1.5,5.5,1.000,2.0,2.0,2,5.0,4.0,.397,1.6,,8.5,.463,3.9,.698,2.2,1.5,126,11.0
584,2006,2014,"October 27, 1987",,7-0,Andrew Bynum,C,/players/b/bynuman01.html,285,0.0,.111,0.0,.556,.556,4.6,8.2,.690,2.4,3.4,418,11.5,,,,,,,,,,,,
585,2006,2015,"January 4, 1983","University of Arizona, Georgia Institute of Technology",6-0,Will Bynum,G,/players/b/bynumwi01.html,185,0.9,.272,0.2,.458,.442,3.1,7.0,.799,1.7,2.1,360,8.1,3.9,.310,1.2,,8.1,.385,3.1,.739,2.7,2.0,101,9.4
586,1970,1970,,Temple University,6-7,Walter Byrd,F,/players/b/byrdwa01.html,205,0.0,.000,0.0,.326,.326,0.6,2.0,.294,0.2,0.8,22,1.5,,,,,,,,,,,,
587,1979,1983,"April 30, 1956",Syracuse University,6-7,Marty Byrnes,F,/players/b/byrnema01.html,215,0.3,.326,0.1,.469,.463,2.2,4.8,.736,1.2,1.6,263,5.7,,,,,9.0,.496,4.4,.661,4.1,2.7,100,11.6
588,1947,1951,"February 19, 1923",Seton Hall University,6-3,Tommy Byrnes,F-G,/players/b/byrneto01.html,175,,,,,.299,2.5,8.3,.648,1.5,2.3,264,6.5,,,,,,,,,,,,
589,1947,1947,"June 18, 1922",Long Island University,6-1,Michael Bytzura,F,/players/b/bytzumi01.html,170,,,,,.244,1.5,5.9,.500,0.6,1.2,60,3.5,,,,,,,,,,,,
590,2004,2006,"May 21, 1981",,6-11,Zarko Cabarkapa,F,/players/c/cabarza01.html,235,0.6,.273,0.2,.449,.427,1.6,3.7,.733,1.0,1.3,150,4.3,,,,,,,,,,,,
591,1959,1964,"July 29, 1935",Bradley University,6-7,Barney Cable,F,/players/c/cableba01.html,175,,,,,.420,2.8,6.7,.665,1.0,1.4,362,6.6,,,,,,,,,,,,
592,2015,2018,"September 21, 1995",,6-9,Bruno Caboclo,F,/players/c/cabocbr01.html,218,1.0,.242,0.2,.343,.286,0.6,2.1,.833,0.1,0.2,34,1.6,,,,,,,,,,,,
593,1996,2003,"June 12, 1973",University of Alabama,6-8,Jason Caffey,F,/players/c/caffeja01.html,255,0.0,.000,0.0,.481,.481,2.8,5.7,.637,1.8,2.8,462,7.3,0.2,.222,0.0,,8.1,.509,4.1,.578,3.8,2.2,119,10.4
594,1985,2000,"January 28, 1962",San Diego State University,6-9,Michael Cage,F-C,/players/c/cagemi01.html,224,0.0,.000,0.0,.515,.515,2.9,5.7,.664,1.4,2.2,1140,7.3,,,,,11.1,.548,6.1,.732,6.0,4.4,112,16.5
595,1951,1952,"February 4, 1925",St. John's University,6-1,Gerry Calabrese,G,/players/c/calabge01.html,175,,,,,.348,1.7,4.9,.702,1.3,1.8,104,4.7,,,,,,,,,,,,
596,2014,2015,"February 7, 1989",University of Florida,6-6,Nick Calathes,G,/players/c/calatni01.html,213,0.8,.288,0.2,.468,.441,1.9,4.3,.581,0.5,0.9,129,4.6,4.8,.380,1.8,,11.6,.455,5.3,.715,5.4,3.9,72,16.3
597,2006,2018,"September 28, 1981",,6-3,Jose Calderon,G,/players/c/caldejo01.html,200,2.6,.412,1.1,.545,.474,3.5,7.5,.873,1.1,1.2,844,9.2,,,,,,,,,,,,
598,1990,1998,"July 4, 1966","Southern Methodist University, Lamar University",6-8,Adrian Caldwell,F-C,/players/c/caldwad01.html,265,0.0,.000,0.0,.485,.485,0.8,1.7,.453,0.3,0.7,197,2.0,0.0,,0.0,,5.8,.556,3.2,.428,4.1,1.8,54,8.2
599,1968,1969,"January 28, 1943",Georgia Institute of Technology,6-10,Jim Caldwell,C,/players/c/caldwji01.html,240,0.1,.133,0.0,.426,.425,2.8,6.7,.631,1.4,2.2,137,7.1,,,,,,,,,,,,
600,1965,1975,"November 1, 1941",Arizona State University,6-5,Joe Caldwell,F-G,/players/c/caldwjo01.html,195,0.3,.225,0.1,.467,.466,6.8,14.5,.572,2.6,4.5,782,16.1,,,,,,,,,,,,
601,2014,2018,"February 18, 1993",University of Georgia,6-5,Kentavious Caldwell-Pope,G,/players/c/caldwke01.html,205,4.8,.345,1.7,.487,.410,4.4,10.6,.786,1.7,2.1,386,12.1,6.9,.339,2.3,,12.7,.415,5.3,.752,3.9,2.9,64,15.8
602,1949,1955,"November 4, 1927",City College of San Francisco,6-3,Bill Calhoun,F-G,/players/c/calhobi01.html,180,,,,,.341,2.6,7.8,.702,2.5,3.5,442,7.8,,,,,,,,,,,,
603,1973,1980,"November 1, 1950",University of Pennsylvania,6-7,Corky Calhoun,F,/players/c/calhoco01.html,210,0.0,,0.0,.460,.460,2.2,4.8,.782,0.9,1.2,542,5.3,,,,,9.8,.474,4.6,.759,4.5,3.4,84,12.7
604,1992,1992,"November 18, 1969",University of Michigan,6-1,Demetrius Calip,G,/players/c/calipde01.html,165,0.7,.200,0.1,.250,.222,0.6,2.6,.667,0.3,0.4,7,1.6,2.5,.398,1.0,,7.7,.461,3.5,.724,2.1,1.5,96,9.6
605,1947,1947,"June 2, 1921",Rockhurst University,6-1,Tom Callahan,G,/players/c/callato01.html,180,,,,,.207,0.5,2.2,.417,0.4,0.9,13,1.3,,,,,,,,,,,,
606,1991,1991,"December 12, 1966","Indiana University, University of Kansas",6-6,Rick Calloway,F,/players/c/callori01.html,180,0.0,.000,0.0,.391,.391,1.2,3.0,.696,0.9,1.2,64,3.2,0.2,.421,0.1,,9.9,.529,5.3,.707,3.2,2.3,119,12.9
607,1947,1949,"January 30, 1924",University of Rhode Island,5-10,Ernie Calverley,G,/players/c/calveer01.html,145,,,,,.291,4.6,16.0,.707,2.6,3.7,165,11.9,,,,,,,,,,,,
608,1970,1981,"July 27, 1947",University of Southern California,6-0,Mack Calvin,G,/players/c/calvima01.html,165,0.4,.245,0.1,.451,.447,5.3,11.8,.863,5.5,6.4,755,16.1,,,,,9.6,.468,4.5,.723,4.5,3.3,52,12.3
609,1993,1993,"January 29, 1970",University of Texas at Austin,6-7,Dexter Cambridge,F,/players/c/cambrde01.html,224,0.1,.000,0.0,.484,.484,2.8,5.9,.687,1.3,1.9,53,7.0,1.8,.293,0.5,,11.4,.522,6.0,.711,4.6,3.3,51,15.7
610,1997,2013,"March 22, 1974",University of Massachusetts Amherst,6-11,Marcus Camby,C-F,/players/c/cambyma01.html,220,0.1,.205,0.0,.468,.466,3.9,8.3,.670,1.8,2.6,973,9.5,0.1,.077,0.0,,11.7,.501,5.9,.661,5.1,3.3,92,15.1
611,1991,2005,"July 23, 1968",Clemson University,6-11,Elden Campbell,C,/players/c/campbel01.html,215,0.0,.054,0.0,.460,.460,3.9,8.5,.699,2.6,3.7,1044,10.3,0.1,.300,0.0,,10.9,.562,6.1,.641,4.7,3.0,123,15.3
